tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	nan
6.158482110660267e-05	476440.42968749977
0.00011288378916846884	188012.69531249988
0.00020691380811147902	128320.31249999994
0.000379269019073225	109570.31249999994
0.0006951927961775605	101440.42968749994
0.0012742749857031334	97631.83593749994
0.002335721469090121	95947.26562499994
0.004281332398719391	95288.08593749994
0.007847599703514606	94995.11718749994
0.01438449888287663	94848.63281249994
0.026366508987303583	94848.63281249994
0.04832930238571752	94775.39062499994
0.08858667904100823	94775.39062499994
0.1623776739188721	94775.39062499994
0.2976351441631319	94775.39062499994
0.5455594781168515	94775.39062499994
1.0	94775.39062499994
