PRF (Hz)	FR
130.26315789473676	130.26339529336437
165.9910836639607	165.9898737088912
211.51828576274116	211.5166924602927
269.5324605662686	269.5320717495933
343.4584723346122	343.4460767365868
437.6605399238081	437.6222927266342
557.6998782542368	557.5248334742001
710.6630043890568	710.081298623101
905.5800897576112	903.8111824093629
1153.9580559289222	1148.8514914679047
1470.459885220843	1456.2789000190678
1873.770249216823	1497.8208181013615
2387.698557531724	1175.028936369663
3042.5845452621297	1460.6070124400017
3877.0893779144794	1239.0086699990736
4940.478011611744	1064.74338411745
6295.5275476132	879.740340762279
8022.233275728493	nan
10222.531192736127	nan
13026.315789473676	nan
