PRF (Hz)	FR
468.14151673244487	468.0350610685191
514.2727164030476	514.1315369783761
564.9497371704477	564.7022774976172
620.6205294367945	620.1961238964061
681.7771851484194	681.1127217751572
748.9602875540077	747.9612370193126
822.7636895929088	821.1899531707639
903.839763151292	901.3853049239777
992.9051655859836	989.2540922089997
1090.7471744881723	1085.2886290830281
1198.2306466819393	1190.323667877833
1316.3056629704681	1304.2123782704757
1446.0159262042682	1428.0747089319339
1588.5079869046338	1560.9879318648116
1745.0413779905737	1693.7407317623645
1916.9997481933074	1420.5045723389446
2105.9030925701377	1197.0102892233444
2313.4211882271297	1044.5786666747126
2541.3883540132456	1233.962703183839
2791.8196646515894	1347.9610014720502
3066.9287626296823	1461.5293155565373
3369.147425293697	1561.735011189236
3701.14706010658	1352.030187286434
4065.8623180733766	1284.3302537284897
4466.517034060508	1312.5357762847648
4906.652723303713	1096.9919264505502
5390.159885994424	1184.3634847137625
5921.312396655842	1211.9733223079602
6504.805282287395	1297.6898388689842
7145.7962232106975	nan
7849.951143456253	1187.1576198080388
8623.494293678981	nan
9473.263269301291	nan
10406.76945020704	nan
11432.264396231667	nan
12558.812785340053	nan
13796.372539215396	nan
15155.882844515456	nan
16649.36084784367	nan
18290.00787915315	nan
20092.32614252632	nan
22072.246905797314	nan
24247.27132212596	nan
26636.625128290398	nan
29261.428587126655	nan
32144.88317628947	nan
35312.47667353772	nan
38792.20845135711	nan
42614.83697237329	nan
46814.15167324453	nan
