tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	401953.12499999977
6.158482110660267e-05	189916.99218749988
0.00011288378916846884	128173.82812499994
0.00020691380811147902	106347.65624999994
0.000379269019073225	95727.53906249994
0.0006951927961775605	90454.10156249994
0.0012742749857031334	88403.32031249994
0.002335721469090121	87744.14062499994
0.004281332398719391	87597.65624999994
0.007847599703514606	87524.41406249994
0.01438449888287663	87524.41406249994
0.026366508987303583	87524.41406249994
0.04832930238571752	87524.41406249994
0.08858667904100823	87524.41406249994
0.1623776739188721	87524.41406249994
0.2976351441631319	87524.41406249994
0.5455594781168515	87524.41406249994
1.0	87524.41406249994
