PRF (Hz)	FR
1302.631578947369	nan
1430.994382325899	nan
1572.0062029380738	nan
1726.9134893871171	nan
1897.0855167450409	nan
2084.0264900131547	nan
2289.3888402713737	nan
2514.987831045287	nan
2762.817604001302	nan
3035.06880580292	nan
3334.147951937555	nan
3662.6986986769602	nan
4023.625211200932	nan
4420.117834442598	nan
4855.681293568145	nan
5334.165673363975	nan
5859.800450368094	nan
6437.231878566575	nan
7071.5640591192405	nan
7768.404057143025	nan
8533.91146435467	nan
9374.852845672907	nan
10298.661551050816	nan
11313.503421234735	nan
12428.348968243341	nan
13653.052668593918	nan
14998.44007017346	nan
16476.403482720292	nan
18100.00709775535	nan
19883.602467151053	nan
21842.95536109073	nan
23995.385126755897	nan
26359.91777957772	nan
28957.454180275425	nan
31810.954784252128	nan
34945.64259640696	nan
38389.22612534592	nan
42172.14430775616	nan
46327.83556790651	nan
50893.033390579796	nan
55908.09102009852	nan
61417.338155563455	nan
67469.47279524866	nan
74117.99169379089	nan
81421.66323712148	nan
89445.04691503374	nan
98259.063983172	nan
107941.62435870223	nan
118578.31529100068	nan
130263.15789473677	nan
