PRF (Hz)	FR
1302.631578947369	nan
1659.9108366396088	nan
2115.182857627414	nan
2695.324605662688	nan
3434.584723346126	nan
4376.605399238085	nan
5576.998782542368	nan
7106.6300438905755	nan
9055.800897576122	nan
11539.580559289236	nan
14704.59885220846	nan
18737.70249216823	nan
23876.985575317263	nan
30425.84545262136	nan
38770.89377914479	nan
49404.78011611749	nan
62955.275476131996	nan
80222.33275728501	nan
102225.31192736127	nan
130263.15789473677	nan
