tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	nan
6.158482110660267e-05	nan
0.00011288378916846884	nan
0.00020691380811147902	nan
0.000379269019073225	nan
0.0006951927961775605	306811.52343749977
0.0012742749857031334	83422.85156249994
0.002335721469090121	42553.71093749997
0.004281332398719391	33251.953124999985
0.007847599703514606	30468.749999999985
0.01438449888287663	29296.874999999985
0.026366508987303583	26953.124999999985
0.04832930238571752	25854.492187499985
0.08858667904100823	25415.039062499985
0.1623776739188721	25195.312499999985
0.2976351441631319	25122.070312499985
0.5455594781168515	25122.070312499985
1.0	25122.070312499985
