tau_m (s)	tau_ax (s)	rmse (mV)
1e-07	1e-07	8.737019468729935
1e-07	1.832980710832437e-07	8.718416223474572
1e-07	3.359818286283781e-07	8.693243029236697
1e-07	6.158482110660267e-07	8.667136118628296
1e-07	1.1288378916846883e-06	8.645481077695166
1e-07	2.06913808111479e-06	8.630220828141248
1e-07	3.792690190732254e-06	8.620553317112428
1e-07	6.951927961775606e-06	8.618427816188344
1e-07	1.274274985703132e-05	8.617146702746645
1e-07	2.335721469090121e-05	8.616493739729552
1e-07	4.281332398719396e-05	8.61611593993409
1e-07	7.847599703514605e-05	8.615905345883517
1e-07	0.0001438449888287663	8.615790716556843
1e-07	0.00026366508987303583	8.615728584022184
1e-07	0.00048329302385717517	8.615694520922936
1e-07	0.0008858667904100822	8.61567593571498
1e-07	0.001623776739188721	8.615667174409406
1e-07	0.002976351441631319	8.615660274158373
1e-07	0.005455594781168515	8.61565725759259
1e-07	0.01	8.615655611621019
1.832980710832437e-07	1e-07	7.655187359971854
1.832980710832437e-07	1.832980710832437e-07	7.62374066725233
1.832980710832437e-07	3.359818286283781e-07	7.569593697048795
1.832980710832437e-07	6.158482110660267e-07	7.499740467000729
1.832980710832437e-07	1.1288378916846883e-06	7.4311287998677376
1.832980710832437e-07	2.06913808111479e-06	7.376927909843385
1.832980710832437e-07	3.792690190732254e-06	7.34010409781053
1.832980710832437e-07	6.951927961775606e-06	7.322577203723255
1.832980710832437e-07	1.274274985703132e-05	7.3121551058296035
1.832980710832437e-07	2.335721469090121e-05	7.306316563137338
1.832980710832437e-07	4.281332398719396e-05	7.303032778963772
1.832980710832437e-07	7.847599703514605e-05	7.301213931867127
1.832980710832437e-07	0.0001438449888287663	7.300215797062499
1.832980710832437e-07	0.00026366508987303583	7.299669965722304
1.832980710832437e-07	0.00048329302385717517	7.299371387877496
1.832980710832437e-07	0.0008858667904100822	7.299208324663414
1.832980710832437e-07	0.001623776739188721	7.299120444167607
1.832980710832437e-07	0.002976351441631319	7.299070755167714
1.832980710832437e-07	0.005455594781168515	7.2990442520770005
1.832980710832437e-07	0.01	7.299029791564551
3.359818286283781e-07	1e-07	5.716244860640951
3.359818286283781e-07	1.832980710832437e-07	5.672897952267354
3.359818286283781e-07	3.359818286283781e-07	5.580736794944358
3.359818286283781e-07	6.158482110660267e-07	5.435634633803924
3.359818286283781e-07	1.1288378916846883e-06	5.2698975846894385
3.359818286283781e-07	2.06913808111479e-06	5.126907121702521
3.359818286283781e-07	3.792690190732254e-06	5.025744137628948
3.359818286283781e-07	6.951927961775606e-06	4.968435012623179
3.359818286283781e-07	1.274274985703132e-05	4.934577190474613
3.359818286283781e-07	2.335721469090121e-05	4.915457278553392
3.359818286283781e-07	4.281332398719396e-05	4.904772109648592
3.359818286283781e-07	7.847599703514605e-05	4.898867717392759
3.359818286283781e-07	0.0001438449888287663	4.895628060058738
3.359818286283781e-07	0.00026366508987303583	4.893855787171009
3.359818286283781e-07	0.00048329302385717517	4.8928880923267455
3.359818286283781e-07	0.0008858667904100822	4.892358994691109
3.359818286283781e-07	0.001623776739188721	4.892071134754135
3.359818286283781e-07	0.002976351441631319	4.8919125943542845
