tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	279125.9765624999
3.359818286283781e-05	147509.76562499994
6.158482110660267e-05	113598.63281249994
0.00011288378916846884	102832.03124999994
0.00020691380811147902	93530.27343749994
0.000379269019073225	88549.80468749994
0.0006951927961775605	86791.99218749994
0.0012742749857031334	86206.05468749994
0.002335721469090121	85986.32812499994
0.004281332398719391	85986.32812499994
0.007847599703514606	85913.08593749994
0.01438449888287663	85913.08593749994
0.026366508987303583	85913.08593749994
0.04832930238571752	85913.08593749994
0.08858667904100823	85913.08593749994
0.1623776739188721	85913.08593749994
0.2976351441631319	85913.08593749994
0.5455594781168515	85913.08593749994
1.0	85913.08593749994
