tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	nan
6.158482110660267e-05	313256.83593749977
0.00011288378916846884	154028.32031249988
0.00020691380811147902	115869.14062499994
0.000379269019073225	103198.24218749994
0.0006951927961775605	96679.68749999994
0.0012742749857031334	93749.99999999994
0.002335721469090121	92724.60937499994
0.004281332398719391	92431.64062499994
0.007847599703514606	92358.39843749994
0.01438449888287663	92285.15624999994
0.026366508987303583	92285.15624999994
0.04832930238571752	92285.15624999994
0.08858667904100823	92285.15624999994
0.1623776739188721	92285.15624999994
0.2976351441631319	92285.15624999994
0.5455594781168515	92285.15624999994
1.0	92285.15624999994
