tau_m (ms)	tau_ax (ms)	dV (mV)
0.0001	0.0001	8.72076327580536
0.0001	0.0017782794100389228	8.44760413184364
0.0001	0.031622776601683784	8.414303827956331
0.0001	0.5623413251903491	8.412058167728922
0.0001	10.0	8.411931045403392
0.0017782794100389228	0.0001	4.796692362762676
0.0017782794100389228	0.0017782794100389228	1.1916457084103484
0.0017782794100389228	0.031622776601683784	0.19877194520704933
0.0017782794100389228	0.5623413251903491	0.161858310027867
0.0017782794100389228	10.0	0.15986937898151865
0.031622776601683784	0.0001	4.618331886645123
0.031622776601683784	0.0017782794100389228	0.4474192385842671
0.031622776601683784	0.031622776601683784	0.19655098890640232
0.031622776601683784	0.5623413251903491	0.20238103548386024
0.031622776601683784	10.0	0.2025067526069364
0.5623413251903491	0.0001	4.614730435246778
0.5623413251903491	0.0017782794100389228	0.4158019493415992
0.5623413251903491	0.031622776601683784	0.20102617333303385
0.5623413251903491	0.5623413251903491	0.20332895743148785
0.5623413251903491	10.0	0.2033697099412209
10.0	0.0001	4.614570575512211
10.0	0.0017782794100389228	0.4140615682860656
10.0	0.031622776601683784	0.20124589013827432
10.0	0.5623413251903491	0.2031303891507008
10.0	10.0	0.1939442103418472
