tau_m (ms)	tau_ax (ms)	dV (mV)
0.0001	0.0001	18.8972517826744
0.0001	0.0001832980710832436	18.84848703809736
0.0001	0.0003359818286283781	18.782180411726788
0.0001	0.0006158482110660267	18.713338689425726
0.0001	0.0011288378916846885	18.656248082610933
0.0001	0.0020691380811147892	18.616025822470192
0.0001	0.00379269019073225	18.59054885453407
0.0001	0.006951927961775605	18.575890369345828
0.0001	0.012742749857031334	18.567496195338574
0.0001	0.02335721469090121	18.562803311966952
0.0001	0.04281332398719392	18.560203866439593
0.0001	0.07847599703514607	18.558774044790468
0.0001	0.14384498882876628	18.55799074699732
0.0001	0.26366508987303583	18.5575624452039
0.0001	0.4832930238571752	18.55732847932289
0.0001	0.8858667904100823	18.557200748697603
0.0001	1.6237767391887208	18.557131039065872
0.0001	2.97635144163132	18.557093000023507
0.0001	5.4555947811685135	18.557072245120413
0.0001	10.0	18.55706092109168
0.0001832980710832436	0.0001	17.055598067968425
0.0001832980710832436	0.0001832980710832436	16.979136266826885
0.0001832980710832436	0.0003359818286283781	16.844417914895445
0.0001832980710832436	0.0006158482110660267	16.668679226431713
0.0001832980710832436	0.0011288378916846885	16.494783926865107
0.0001832980710832436	0.0020691380811147892	16.356585265754028
0.0001832980710832436	0.00379269019073225	16.26225415787411
0.0001832980710832436	0.006951927961775605	16.204390101020685
0.0001832980710832436	0.012742749857031334	16.170442831029874
0.0001832980710832436	0.02335721469090121	16.151177329201246
0.0001832980710832436	0.04281332398719392	16.14043024244966
0.0001832980710832436	0.07847599703514607	16.13449538038477
0.0001832980710832436	0.14384498882876628	16.13123615804465
0.0001832980710832436	0.26366508987303583	16.12945177362237
0.0001832980710832436	0.4832930238571752	16.128476424263575
0.0001832980710832436	0.8858667904100823	16.127943636740753
0.0001832980710832436	1.6237767391887208	16.12765283445539
0.0001832980710832436	2.97635144163132	16.127494382685132
0.0001832980710832436	5.4555947811685135	16.1274074867438
0.0001832980710832436	10.0	16.127360301446018
0.0003359818286283781	0.0001	13.70597219581132
0.0003359818286283781	0.0001832980710832436	13.61234247072423
0.0003359818286283781	0.0003359818286283781	13.397138583086125
0.0003359818286283781	0.0006158482110660267	13.042633785058186
0.0003359818286283781	0.0011288378916846885	12.62225619520288
0.0003359818286283781	0.0020691380811147892	12.247230315322016
0.0003359818286283781	0.00379269019073225	11.974831954155025
0.0003359818286283781	0.006951927961775605	11.801456770780964
0.0003359818286283781	0.012742749857031334	11.698322720196204
0.0003359818286283781	0.02335721469090121	11.639377098312792
0.0003359818286283781	0.04281332398719392	11.606388819599983
0.0003359818286283781	0.07847599703514607	11.588142343457562
0.0003359818286283781	0.14384498882876628	11.578112604739013
0.0003359818286283781	0.26366508987303583	11.572618626712876
0.0003359818286283781	0.4832930238571752	11.569613905294588
0.0003359818286283781	0.8858667904100823	11.567973758570993
0.0003359818286283781	1.6237767391887208	11.567077163079588
0.0003359818286283781	2.97635144163132	11.566588917952295
0.0003359818286283781	5.4555947811685135	11.566322141157649
0.0003359818286283781	10.0	11.566176317244818
0.0006158482110660267	0.0001	10.137521957560445
0.0006158482110660267	0.0001832980710832436	10.017119701225397
0.0006158482110660267	0.0003359818286283781	9.688354785706352
0.0006158482110660267	0.0006158482110660267	9.050875525833
0.0006158482110660267	0.0011288378916846885	8.205684955642617
0.0006158482110660267	0.0020691380811147892	7.424352801814033
0.0006158482110660267	0.00379269019073225	6.867322488893592
0.0006158482110660267	0.006951927961775605	6.524502646755494
0.0006158482110660267	0.012742749857031334	6.326954238985878
0.0006158482110660267	0.02335721469090121	6.216478105883232
0.0006158482110660267	0.04281332398719392	6.155484569001388
0.0006158482110660267	0.07847599703514607	6.122011475450911
0.0006158482110660267	0.14384498882876628	6.103693163410384
0.0006158482110660267	0.26366508987303583	6.093683303758349
0.0006158482110660267	0.4832930238571752	6.08821831008963
0.0006158482110660267	0.8858667904100823	6.085236141924268
0.0006158482110660267	1.6237767391887208	6.083607428749367
0.0006158482110660267	2.97635144163132	6.082719099768589
0.0006158482110660267	5.4555947811685135	6.0822353319790565
0.0006158482110660267	10.0	6.0819708905381376
0.0011288378916846885	0.0001	8.028635242096186
0.0011288378916846885	0.0001832980710832436	7.863741784311402
0.0011288378916846885	0.0003359818286283781	7.396135332400007
0.0011288378916846885	0.0006158482110660267	6.430368055878105
0.0011288378916846885	0.0011288378916846885	5.122438494887972
0.0011288378916846885	0.0020691380811147892	3.977112084796609
0.0011288378916846885	0.00379269019073225	3.2401858374949133
0.0011288378916846885	0.006951927961775605	2.830811397865048
0.0011288378916846885	0.012742749857031334	2.612758906634106
0.0011288378916846885	0.02335721469090121	2.496946866783631
0.0011288378916846885	0.04281332398719392	2.4349740479087387
0.0011288378916846885	0.07847599703514607	2.4015740293704724
0.0011288378916846885	0.14384498882876628	2.3834800175366984
0.0011288378916846885	0.26366508987303583	2.373649485509418
0.0011288378916846885	0.4832930238571752	2.3682977989818923
0.0011288378916846885	0.8858667904100823	2.365381279775754
0.0011288378916846885	1.6237767391887208	2.363792885663557
0.0011288378916846885	2.97635144163132	2.3629240740746127
0.0011288378916846885	5.4555947811685135	2.3624514529208653
0.0011288378916846885	10.0	2.3621934081834226
0.0020691380811147892	0.0001	7.188319643790718
0.0020691380811147892	0.0001832980710832436	6.984308995580271
0.0020691380811147892	0.0003359818286283781	6.40440664359425
0.0020691380811147892	0.0006158482110660267	5.181627960039407
0.0020691380811147892	0.0011288378916846885	3.551978523068506
0.0020691380811147892	0.0020691380811147892	2.238835292698284
0.0020691380811147892	0.00379269019073225	1.4948212119144344
0.0020691380811147892	0.006951927961775605	1.1305902055847952
0.0020691380811147892	0.012742749857031334	0.9553951874357196
0.0020691380811147892	0.02335721469090121	0.8686718051477982
0.0020691380811147892	0.04281332398719392	0.824284605450238
0.0020691380811147892	0.07847599703514607	0.8009814525348915
0.0020691380811147892	0.14384498882876628	0.7885525933516675
0.0020691380811147892	0.26366508987303583	0.7818551150130659
0.0020691380811147892	0.4832930238571752	0.7782282771179823
0.0020691380811147892	0.8858667904100823	0.7762597298950881
0.0020691380811147892	1.6237767391887208	0.7751861997184903
0.0020691380811147892	2.97635144163132	0.7746011981092806
0.0020691380811147892	5.4555947811685135	0.7742822463444199
0.0020691380811147892	10.0	0.7741082976030285
0.00379269019073225	0.0001	6.924986676603866
0.00379269019073225	0.0001832980710832436	6.695588356621273
0.00379269019073225	0.0003359818286283781	6.0433756786041855
0.00379269019073225	0.0006158482110660267	4.657057994951778
0.00379269019073225	0.0011288378916846885	2.8469172835437817
0.00379269019073225	0.0020691380811147892	1.4888332518193081
0.00379269019073225	0.00379269019073225	0.7985042726740019
0.00379269019073225	0.006951927961775605	0.4846240960165105
0.00379269019073225	0.012742749857031334	0.35513862969447274
0.00379269019073225	0.02335721469090121	0.2963125005340217
0.00379269019073225	0.04281332398719392	0.26794959802965224
0.00379269019073225	0.07847599703514607	0.2536165439900913
0.00379269019073225	0.14384498882876628	0.2461482885598301
0.00379269019073225	0.26366508987303583	0.24217519350924024
0.00379269019073225	0.4832930238571752	0.2400323517926353
0.00379269019073225	0.8858667904100823	0.2388757327698769
0.00379269019073225	1.6237767391887208	0.23824747121279444
0.00379269019073225	2.97635144163132	0.2379055279921758
0.00379269019073225	5.4555947811685135	0.2377192291376317
0.00379269019073225	10.0	0.2376138422091998
0.006951927961775605	0.0001	6.8239365325018655
0.006951927961775605	0.0001832980710832436	6.579972811334379
0.006951927961775605	0.0003359818286283781	5.8860582316958485
0.006951927961775605	0.0006158482110660267	4.406056864756408
0.006951927961775605	0.0011288378916846885	2.5036422666318785
0.006951927961775605	0.0020691380811147892	1.1454175916741534
0.006951927961775605	0.00379269019073225	0.5071220667419212
0.006951927961775605	0.006951927961775605	0.2542960597491869
0.006951927961775605	0.012742749857031334	0.148267139454326
0.006951927961775605	0.02335721469090121	0.10748863595286197
0.006951927961775605	0.04281332398719392	0.0893112010879733
0.006951927961775605	0.07847599703514607	0.08062437229231277
0.006951927961775605	0.14384498882876628	0.07625536631843488
0.006951927961775605	0.26366508987303583	0.07396955200470501
0.006951927961775605	0.4832930238571752	0.07276089458503067
0.006951927961775605	0.8858667904100823	0.07211127399821038
0.006951927961775605	1.6237767391887208	0.07175978263634164
0.006951927961775605	2.97635144163132	0.07157621764073241
0.006951927961775605	5.4555947811685135	0.0714650120836069
0.006951927961775605	10.0	0.07140840982290086
0.012742749857031334	0.0001	6.7895558816876616
