f_US (kHz)	A (kPa)	gamma (-)
34.93362704937226	162.3776739188721	0.5164262931084895
34.93362704937226	233.5721469090121	0.5487208267204913
34.93362704937226	335.98182862837814	0.5820791074895171
34.93362704937226	483.2930238571752	0.6164351261978861
34.93362704937226	695.1927961775606	0.6517382068314906
34.93362704937226	1000.0	0.6879633862734168
46.169005662752845	1.0	0.00845410037070898
46.169005662752845	1.4384498882876628	0.00992699173768324
46.169005662752845	2.0691380811147897	0.012951068009709344
46.169005662752845	2.9763514416313184	0.018731975744903408
46.169005662752845	4.281332398719393	0.027314109815122604
46.169005662752845	6.158482110660263	0.04054085717582001
46.169005662752845	8.858667904100825	0.06301495943082172
46.169005662752845	12.742749857031336	0.3156613822669257
46.169005662752845	18.32980710832436	0.3453055068251432
46.169005662752845	26.366508987303586	0.3721634317451706
46.169005662752845	37.926901907322495	0.3989663310104557
46.169005662752845	54.55594781168517	0.4265758188700365
46.169005662752845	78.47599703514611	0.4553133636742677
46.169005662752845	112.88378916846884	0.4852697578531291
46.169005662752845	162.3776739188721	0.5164248718441954
46.169005662752845	233.5721469090121	0.5487190552643199
46.169005662752845	335.98182862837814	0.5820793106071593
46.169005662752845	483.2930238571752	0.6164356134514167
46.169005662752845	695.1927961775606	0.6517379830675143
46.169005662752845	1000.0	0.6879632172445693
61.01791494123165	1.0	0.00842411906878558
61.01791494123165	1.4384498882876628	0.00989526773169068
61.01791494123165	2.0691380811147897	0.012954279533861513
61.01791494123165	2.9763514416313184	0.018734235266900257
61.01791494123165	4.281332398719393	0.027314838060971472
61.01791494123165	6.158482110660263	0.04050985324665365
61.01791494123165	8.858667904100825	0.06303388886139283
61.01791494123165	12.742749857031336	0.31539175915533074
61.01791494123165	18.32980710832436	0.3453017780112864
61.01791494123165	26.366508987303586	0.37216123512568455
61.01791494123165	37.926901907322495	0.3989644622501448
61.01791494123165	54.55594781168517	0.4265751820163147
61.01791494123165	78.47599703514611	0.4553140492920346
61.01791494123165	112.88378916846884	0.4852691157787588
61.01791494123165	162.3776739188721	0.5164250605712093
61.01791494123165	233.5721469090121	0.5487202211343296
61.01791494123165	335.98182862837814	0.5820794746004702
61.01791494123165	483.2930238571752	0.6164349272901425
61.01791494123165	695.1927961775606	0.6517366843966284
61.01791494123165	1000.0	0.6879630192746239
80.64254125314821	1.0	0.008424176348128566
80.64254125314821	1.4384498882876628	0.009894963673841557
80.64254125314821	2.0691380811147897	0.012974951176814194
80.64254125314821	2.9763514416313184	0.018767264410170497
80.64254125314821	4.281332398719393	0.027344016953683492
80.64254125314821	6.158482110660263	0.040510035241508265
80.64254125314821	8.858667904100825	0.06301427373945068
80.64254125314821	12.742749857031336	0.3147276545317451
80.64254125314821	18.32980710832436	0.3452948163074007
80.64254125314821	26.366508987303586	0.3722024258613861
80.64254125314821	37.926901907322495	0.3989621744452215
80.64254125314821	54.55594781168517	0.4265735115486832
80.64254125314821	78.47599703514611	0.4553121536435114
80.64254125314821	112.88378916846884	0.4852680635991221
80.64254125314821	162.3776739188721	0.5164241865790244
80.64254125314821	233.5721469090121	0.5487185317983971
80.64254125314821	335.98182862837814	0.5820777912019457
80.64254125314821	483.2930238571752	0.6164347575972917
80.64254125314821	695.1927961775606	0.6517371770645265
80.64254125314821	1000.0	0.6879656366289699
106.57885419436522	1.0	0.008424240880610962
106.57885419436522	1.4384498882876628	0.009914524639075516
106.57885419436522	2.0691380811147897	0.012998022208734509
106.57885419436522	2.9763514416313184	0.01876804469759935
106.57885419436522	4.281332398719393	0.02731566894693177
106.57885419436522	6.158482110660263	0.040511679516082484
106.57885419436522	8.858667904100825	0.06301697265602069
106.57885419436522	12.742749857031336	0.3133747107597721
106.57885419436522	18.32980710832436	0.3452820287266848
106.57885419436522	26.366508987303586	0.3721512482498941
106.57885419436522	37.926901907322495	0.3989582178993889
106.57885419436522	54.55594781168517	0.4265709654424204
106.57885419436522	78.47599703514611	0.4553102513040298
106.57885419436522	112.88378916846884	0.4852648206816336
106.57885419436522	162.3776739188721	0.5164225702103805
106.57885419436522	233.5721469090121	0.5487179186778411
106.57885419436522	335.98182862837814	0.5820772495112518
106.57885419436522	483.2930238571752	0.6164367003836919
106.57885419436522	695.1927961775606	0.6517542710868894
106.57885419436522	1000.0	0.6878600036690792
140.85682302255478	1.0	0.008424444027852527
140.85682302255478	1.4384498882876628	0.009895202705110812
140.85682302255478	2.0691380811147897	0.012967508387640072
140.85682302255478	2.9763514416313184	0.01873859757938389
140.85682302255478	4.281332398719393	0.02731738143788966
140.85682302255478	6.158482110660263	0.040511714321746994
140.85682302255478	8.858667904100825	0.06301485007052017
140.85682302255478	12.742749857031336	0.3108406510884569
140.85682302255478	18.32980710832436	0.3452602193093616
140.85682302255478	26.366508987303586	0.3721395149363575
140.85682302255478	37.926901907322495	0.3989507547493787
140.85682302255478	54.55594781168517	0.4265655874593559
140.85682302255478	78.47599703514611	0.4553061026116561
140.85682302255478	112.88378916846884	0.4852638481531715
140.85682302255478	162.3776739188721	0.5164210610856932
140.85682302255478	233.5721469090121	0.5487163152148098
140.85682302255478	335.98182862837814	0.5820811566442284
140.85682302255478	483.2930238571752	0.616474687220485
140.85682302255478	695.1927961775606	0.6519035969685326
140.85682302255478	1000.0	0.6886689839971593
186.15929718876905	1.0	0.008424975307317305
186.15929718876905	1.4384498882876628	0.009895945337824556
186.15929718876905	2.0691380811147897	0.012993031584200652
186.15929718876905	2.9763514416313184	0.01873770950328998
186.15929718876905	4.281332398719393	0.02731711371369841
186.15929718876905	6.158482110660263	0.04051292435255605
186.15929718876905	8.858667904100825	0.06301226576613468
186.15929718876905	12.742749857031336	0.3056550874867574
186.15929718876905	18.32980710832436	0.3452166836413404
186.15929718876905	26.366508987303586	0.3721186318308555
186.15929718876905	37.926901907322495	0.3989372745978895
186.15929718876905	54.55594781168517	0.4265557962081485
186.15929718876905	78.47599703514611	0.4552992185128372
186.15929718876905	112.88378916846884	0.4852579362901073
186.15929718876905	162.3776739188721	0.5164182665063963
186.15929718876905	233.5721469090121	0.5487197701509549
186.15929718876905	335.98182862837814	0.5821892802969323
186.15929718876905	483.2930238571752	0.6168949251392408
186.15929718876905	695.1927961775606	0.6529848797402702
186.15929718876905	1000.0	0.6907546720510714
246.03198614146785	1.0	0.008425602580344834
246.03198614146785	1.4384498882876628	0.009910925772265223
246.03198614146785	2.0691380811147897	0.013049150257620282
246.03198614146785	2.9763514416313184	0.018738145029687046
246.03198614146785	4.281332398719393	0.027320095155188885
246.03198614146785	6.158482110660263	0.04051563113047288
246.03198614146785	8.858667904100825	0.0630101617320751
246.03198614146785	12.742749857031336	0.29294799885428124
246.03198614146785	18.32980710832436	0.34510450151946004
246.03198614146785	26.366508987303586	0.3720814912212089
246.03198614146785	37.926901907322495	0.3989139181561173
246.03198614146785	54.55594781168517	0.4265398711594878
246.03198614146785	78.47599703514611	0.4552868313612118
246.03198614146785	112.88378916846884	0.4852530313293048
246.03198614146785	162.3776739188721	0.5164736575754845
246.03198614146785	233.5721469090121	0.5489396516560631
246.03198614146785	335.98182862837814	0.5828462021566174
246.03198614146785	483.2930238571752	0.6184307740311048
246.03198614146785	695.1927961775606	0.6560847972690425
246.03198614146785	1000.0	0.6957960186303669
325.16097298828527	1.0	0.008430631879151069
325.16097298828527	1.4384498882876628	0.009899124930123036
325.16097298828527	2.0691380811147897	0.0130299097300347
325.16097298828527	2.9763514416313184	0.01874435730833653
325.16097298828527	4.281332398719393	0.027332481387968687
325.16097298828527	6.158482110660263	0.04051884694588805
325.16097298828527	8.858667904100825	0.06300631617494777
325.16097298828527	12.742749857031336	0.19308576805149485
325.16097298828527	18.32980710832436	0.34475750712013004
325.16097298828527	26.366508987303586	0.3720111821546837
325.16097298828527	37.926901907322495	0.3988760362769864
325.16097298828527	54.55594781168517	0.4265235344729871
325.16097298828527	78.47599703514611	0.455310241359174
325.16097298828527	112.88378916846884	0.4853804181228104
325.16097298828527	162.3776739188721	0.516869788251384
325.16097298828527	233.5721469090121	0.5499578243044535
325.16097298828527	335.98182862837814	0.5849192445616036
325.16097298828527	483.2930238571752	0.6225411928172577
325.16097298828527	695.1927961775606	0.6624804826000311
325.16097298828527	1000.0	0.7054680171534216
429.7394823041178	1.0	0.008435762410423979
429.7394823041178	1.4384498882876628	0.009907286557588308
429.7394823041178	2.0691380811147897	0.012949868658723804
429.7394823041178	2.9763514416313184	0.018815432466192168
429.7394823041178	4.281332398719393	0.027326163552620145
429.7394823041178	6.158482110660263	0.04052235130562309
429.7394823041178	8.858667904100825	0.06300262289839678
429.7394823041178	12.742749857031336	0.14966256764514424
429.7394823041178	18.32980710832436	0.34389716311530266
429.7394823041178	26.366508987303586	0.3718830915031598
429.7394823041178	37.926901907322495	0.3988576219866236
429.7394823041178	54.55594781168517	0.4266104613638256
429.7394823041178	78.47599703514611	0.4556006875054592
429.7394823041178	112.88378916846884	0.4861304533639649
429.7394823041178	162.3776739188721	0.5184679650825238
429.7394823041178	233.5721469090121	0.5529849945522783
429.7394823041178	335.98182862837814	0.5901485456810519
429.7394823041178	483.2930238571752	0.6303509703487966
429.7394823041178	695.1927961775606	0.6748390441714621
429.7394823041178	1000.0	0.7183545213749334
567.952608069188	1.0	0.008488326800722229
567.952608069188	1.4384498882876628	0.009939329165584848
567.952608069188	2.0691380811147897	0.013101299534865486
567.952608069188	2.9763514416313184	0.018807359509875887
567.952608069188	4.281332398719393	0.027355198188526532
567.952608069188	6.158482110660263	0.04055278814357804
567.952608069188	8.858667904100825	0.06299724480782849
567.952608069188	12.742749857031336	0.13816382794596904
567.952608069188	18.32980710832436	0.34836027548421383
567.952608069188	26.366508987303586	0.3748573824827862
567.952608069188	37.926901907322495	0.3991747736666948
567.952608069188	54.55594781168517	0.427382376496803
567.952608069188	78.47599703514611	0.4568594557166882
567.952608069188	112.88378916846884	0.4887010266891478
567.952608069188	162.3776739188721	0.5225718578523725
567.952608069188	233.5721469090121	0.5594892433341138
567.952608069188	335.98182862837814	0.5990244430279743
567.952608069188	483.2930238571752	0.6424135266683262
567.952608069188	695.1927961775606	0.6877649360604075
567.952608069188	1000.0	0.7325290119634016
750.6179401601186	1.0	0.00855244009255558
750.6179401601186	1.4384498882876628	0.010009868382413951
750.6179401601186	2.0691380811147897	0.01334315130294859
750.6179401601186	2.9763514416313184	0.018989791996299084
750.6179401601186	4.281332398719393	0.02747619394756753
750.6179401601186	6.158482110660263	0.04060281136468994
750.6179401601186	8.858667904100825	0.06296433819580052
750.6179401601186	12.742749857031336	0.13098023933326414
750.6179401601186	18.32980710832436	0.3510257966276176
750.6179401601186	26.366508987303586	0.3810370939967879
750.6179401601186	37.926901907322495	0.40537121896650535
750.6179401601186	54.55594781168517	0.4305503617616786
750.6179401601186	78.47599703514611	0.4614971279712402
750.6179401601186	112.88378916846884	0.4946103117510272
750.6179401601186	162.3776739188721	0.5306770352086215
750.6179401601186	233.5721469090121	0.5697083767880757
750.6179401601186	335.98182862837814	0.6117008263550242
750.6179401601186	483.2930238571752	0.6568751788706734
750.6179401601186	695.1927961775606	0.7023489329079026
750.6179401601186	1000.0	0.7493296795600851
992.0322296003658	1.0	0.008695024997444883
992.0322296003658	1.4384498882876628	0.010129429575007813
992.0322296003658	2.0691380811147897	0.013676371957135195
992.0322296003658	2.9763514416313184	0.019073910586171056
992.0322296003658	4.281332398719393	0.027434747121751844
992.0322296003658	6.158482110660263	0.04065270518476072
992.0322296003658	8.858667904100825	0.06298363830305499
992.0322296003658	12.742749857031336	0.12532273703629845
992.0322296003658	18.32980710832436	0.3515905483227973
992.0322296003658	26.366508987303586	0.38618266775001614
992.0322296003658	37.926901907322495	0.4121658726151115
992.0322296003658	54.55594781168517	0.4389288847704147
992.0322296003658	78.47599703514611	0.4705672208448941
992.0322296003658	112.88378916846884	0.5047616577250771
992.0322296003658	162.3776739188721	0.5420854124545452
992.0322296003658	233.5721469090121	0.582857099097139
992.0322296003658	335.98182862837814	0.6266766508389057
992.0322296003658	483.2930238571752	0.6713063922641924
992.0322296003658	695.1927961775606	0.7169731877374047
992.0322296003658	1000.0	0.7613710024311112
1311.0903589060808	1.0	0.008872023239306186
1311.0903589060808	1.4384498882876628	0.012237463499426438
1311.0903589060808	2.0691380811147897	0.0139371571584836
1311.0903589060808	2.9763514416313184	0.018965239175785555
1311.0903589060808	4.281332398719393	0.02792734203369016
1311.0903589060808	6.158482110660263	0.04076121080621442
1311.0903589060808	8.858667904100825	0.06290479946541609
1311.0903589060808	12.742749857031336	0.12054220610997801
1311.0903589060808	18.32980710832436	0.3478418881128069
1311.0903589060808	26.366508987303586	0.3898296380286406
1311.0903589060808	37.926901907322495	0.419512138011647
1311.0903589060808	54.55594781168517	0.4482595226211472
1311.0903589060808	78.47599703514611	0.4807053271009071
1311.0903589060808	112.88378916846884	0.5151602556690608
1311.0903589060808	162.3776739188721	0.5552478973403749
1311.0903589060808	233.5721469090121	0.5969678403404567
1311.0903589060808	335.98182862837814	0.63738541481029
1311.0903589060808	483.2930238571752	0.6848127284465104
1311.0903589060808	695.1927961775606	0.7308814786535281
1311.0903589060808	1000.0	0.7766434158644409
1732.7641964908194	1.0	0.00901166282364415
1732.7641964908194	1.4384498882876628	0.011362823715065605
1732.7641964908194	2.0691380811147897	0.014911950737895271
1732.7641964908194	2.9763514416313184	0.019618803472659825
1732.7641964908194	4.281332398719393	0.02822498277836533
1732.7641964908194	6.158482110660263	0.04104411848315035
1732.7641964908194	8.858667904100825	0.06322168511948112
1732.7641964908194	12.742749857031336	0.11605980744895053
1732.7641964908194	18.32980710832436	0.3366416547130461
1732.7641964908194	26.366508987303586	0.3914737120000647
1732.7641964908194	37.926901907322495	0.4264422253904129
1732.7641964908194	54.55594781168517	0.4577763517980487
1732.7641964908194	78.47599703514611	0.4889492837402058
1732.7641964908194	112.88378916846884	0.5266787043771741
1732.7641964908194	162.3776739188721	0.5663223026594135
1732.7641964908194	233.5721469090121	0.6074685308608074
1732.7641964908194	335.98182862837814	0.6515546435077407
1732.7641964908194	483.2930238571752	0.6934568047793502
1732.7641964908194	695.1927961775606	0.7412337675738679
1732.7641964908194	1000.0	0.7873042324497467
2290.0570813026306	1.0	0.009131845416482464
2290.0570813026306	1.4384498882876628	0.011941399417269951
2290.0570813026306	2.0691380811147897	0.015231830361060043
2290.0570813026306	2.9763514416313184	0.02029811355923703
2290.0570813026306	4.281332398719393	0.02821985099348617
2290.0570813026306	6.158482110660263	0.04207520653505218
2290.0570813026306	8.858667904100825	0.06343007774259699
2290.0570813026306	12.742749857031336	0.11284140869997455
2290.0570813026306	18.32980710832436	0.31414811213074223
2290.0570813026306	26.366508987303586	0.3898802969928339
2290.0570813026306	37.926901907322495	0.4304615975915049
2290.0570813026306	54.55594781168517	0.4651150576651121
2290.0570813026306	78.47599703514611	0.4981767395009482
2290.0570813026306	112.88378916846884	0.5351580110442211
2290.0570813026306	162.3776739188721	0.573035996559393
2290.0570813026306	233.5721469090121	0.6175274403862281
2290.0570813026306	335.98182862837814	0.6626058443086582
2290.0570813026306	483.2930238571752	0.7057181848250395
2290.0570813026306	695.1927961775606	0.750929956043907
2290.0570813026306	1000.0	0.7971855470796381
3026.586910235772	1.0	0.011793072566557495
3026.586910235772	1.4384498882876628	0.013597187313998428
3026.586910235772	2.0691380811147897	0.017128439339942052
3026.586910235772	2.9763514416313184	0.021915501352275008
3026.586910235772	4.281332398719393	0.02923704218973028
3026.586910235772	6.158482110660263	0.0415220644943772
3026.586910235772	8.858667904100825	0.06439141983428011
3026.586910235772	12.742749857031336	0.1115875056864746
3026.586910235772	18.32980710832436	0.27681390211652285
3026.586910235772	26.366508987303586	0.3834185771735205
3026.586910235772	37.926901907322495	0.43023935648358297
3026.586910235772	54.55594781168517	0.4700991179222181
3026.586910235772	78.47599703514611	0.5055690913270653
3026.586910235772	112.88378916846884	0.5429366765945068
3026.586910235772	162.3776739188721	0.5826693639186957
3026.586910235772	233.5721469090121	0.6241078882676115
3026.586910235772	335.98182862837814	0.6671685815332479
3026.586910235772	483.2930238571752	0.7136621857873898
3026.586910235772	695.1927961775606	0.7632236350612861
3026.586910235772	1000.0	0.8169977639746434
4000.0000000000014	1.0	0.015437541364103809
4000.0000000000014	1.4384498882876628	0.01755123703464298
4000.0000000000014	2.0691380811147897	0.019053259457456426
4000.0000000000014	2.9763514416313184	0.02469744629475784
4000.0000000000014	4.281332398719393	0.033233131136451134
4000.0000000000014	6.158482110660263	0.04402978157696195
4000.0000000000014	8.858667904100825	0.06633448500418639
4000.0000000000014	12.742749857031336	0.11186470982481002
4000.0000000000014	18.32980710832436	0.2345048717099749
4000.0000000000014	26.366508987303586	0.3679786905957104
4000.0000000000014	37.926901907322495	0.4244965790472896
4000.0000000000014	54.55594781168517	0.4716866390258853
4000.0000000000014	78.47599703514611	0.5105946712789087
4000.0000000000014	112.88378916846884	0.548428611425095
4000.0000000000014	162.3776739188721	0.5890586916527073
4000.0000000000014	233.5721469090121	0.6296456346979215
4000.0000000000014	335.98182862837814	0.6727331153472885
4000.0000000000014	483.2930238571752	0.7180563838880096
4000.0000000000014	695.1927961775606	0.7837824648225593
4000.0000000000014	1000.0	0.8668408045946193
