f_US (kHz)	gamma (-)	dV (mV)
20.000000000000004	0.05	0.0063754242104767656
20.000000000000004	0.08947368421052633	0.019622081290994
20.000000000000004	0.12894736842105264	0.040813526862060336
20.000000000000004	0.16842105263157894	0.07112855987007892
20.000000000000004	0.20789473684210524	0.11236782366025001
20.000000000000004	0.2473684210526316	0.16718845420183234
20.000000000000004	0.2868421052631579	0.2397437898184857
20.000000000000004	0.32631578947368417	0.3337894343185569
20.000000000000004	0.3657894736842105	0.455577437697261
20.000000000000004	0.4052631578947368	0.6112015259572499
20.000000000000004	0.4447368421052632	0.8096375950693371
20.000000000000004	0.4842105263157894	1.0636556383641955
20.000000000000004	0.5236842105263158	1.3974823948781223
20.000000000000004	0.5631578947368421	1.8607471541438128
20.000000000000004	0.6026315789473684	2.5644170508950457
20.000000000000004	0.6421052631578947	3.7891091711070133
20.000000000000004	0.6815789473684211	8.327376619370613
20.000000000000004	0.7210526315789474	12.59717696624222
20.000000000000004	0.7605263157894737	20.12796236740259
20.000000000000004	0.8	17.708347267607643
26.432414588672085	0.05	0.0040006660635412295
26.432414588672085	0.08947368421052633	0.01204626380239138
26.432414588672085	0.12894736842105264	0.02486424269039224
26.432414588672085	0.16842105263157894	0.04322486154960899
26.432414588672085	0.20789473684210524	0.06828143850927296
26.432414588672085	0.2473684210526316	0.10174736551423598
26.432414588672085	0.2868421052631579	0.14648736481855076
26.432414588672085	0.32631578947368417	0.20461009064310265
26.432414588672085	0.3657894736842105	0.2803231021078778
26.432414588672085	0.4052631578947368	0.37723196120914143
26.432414588672085	0.4447368421052632	0.5011715304507034
26.432414588672085	0.4842105263157894	0.6604870404366937
26.432414588672085	0.5236842105263158	0.8721113873666769
26.432414588672085	0.5631578947368421	1.171760933989566
26.432414588672085	0.6026315789473684	1.6409785905631422
26.432414588672085	0.6421052631578947	2.4907592904876212
26.432414588672085	0.6815789473684211	6.045783637352196
26.432414588672085	0.7210526315789474	14.240110026013644
26.432414588672085	0.7605263157894737	16.659545245369188
26.432414588672085	0.8	14.228661057116339
34.93362704937226	0.05	0.00231328193042452
34.93362704937226	0.08947368421052633	0.006615318712068672
34.93362704937226	0.12894736842105264	0.013375289809566688
34.93362704937226	0.16842105263157894	0.02303920108641372
34.93362704937226	0.20789473684210524	0.03624947667745227
34.93362704937226	0.2473684210526316	0.053971241511129496
34.93362704937226	0.2868421052631579	0.07805849031647583
34.93362704937226	0.32631578947368417	0.10933932780547496
34.93362704937226	0.3657894736842105	0.15046098784621936
34.93362704937226	0.4052631578947368	0.2031525779895295
34.93362704937226	0.4447368421052632	0.2708667653903433
34.93362704937226	0.4842105263157894	0.3584481222701767
34.93362704937226	0.5236842105263158	0.4766472461004608
34.93362704937226	0.5631578947368421	0.6486665573129423
34.93362704937226	0.6026315789473684	0.9285440054889113
34.93362704937226	0.6421052631578947	1.460002870261485
34.93362704937226	0.6815789473684211	4.278046277452475
34.93362704937226	0.7210526315789474	13.663842198829329
34.93362704937226	0.7605263157894737	11.731788485450867
34.93362704937226	0.8	9.719831085575207
46.169005662752845	0.05	0.0012016162639762824
46.169005662752845	0.08947368421052633	0.003025418185314748
46.169005662752845	0.12894736842105264	0.005765090033337755
46.169005662752845	0.16842105263157894	0.00964005365438938
46.169005662752845	0.20789473684210524	0.01493326132151332
46.169005662752845	0.2473684210526316	0.022088212454975536
46.169005662752845	0.2868421052631579	0.0322577086848609
46.169005662752845	0.32631578947368417	0.04538678802271223
46.169005662752845	0.3657894736842105	0.06306356876715223
46.169005662752845	0.4052631578947368	0.0857588899901212
46.169005662752845	0.4447368421052632	0.11531535005463492
46.169005662752845	0.4842105263157894	0.15413003043198928
46.169005662752845	0.5236842105263158	0.2084284206281065
46.169005662752845	0.5631578947368421	0.2919666689128643
46.169005662752845	0.6026315789473684	0.4377570212810252
46.169005662752845	0.6421052631578947	0.7377416009728793
46.169005662752845	0.6815789473684211	3.1116852672362043
46.169005662752845	0.7210526315789474	8.82260008169681
46.169005662752845	0.7605263157894737	7.018858197369479
46.169005662752845	0.8	5.664449092048987
61.01791494123165	0.05	0.0007103815046753888
61.01791494123165	0.08947368421052633	0.001325148246534498
61.01791494123165	0.12894736842105264	0.001974407158436525
61.01791494123165	0.16842105263157894	0.0026086819563664273
61.01791494123165	0.20789473684210524	0.0031107470854831645
61.01791494123165	0.2473684210526316	0.0033408852431479506
61.01791494123165	0.2868421052631579	0.003696258399245589
61.01791494123165	0.32631578947368417	0.00484919138779505
61.01791494123165	0.3657894736842105	0.007569866300267985
61.01791494123165	0.4052631578947368	0.011113155776541973
61.01791494123165	0.4447368421052632	0.016278834380738495
61.01791494123165	0.4842105263157894	0.023835572498905
61.01791494123165	0.5236842105263158	0.036874261972141664
61.01791494123165	0.5631578947368421	0.062467764195818815
61.01791494123165	0.6026315789473684	0.11882861824145904
61.01791494123165	0.6421052631578947	0.259146227516624
61.01791494123165	0.6815789473684211	1.9070615142162783
61.01791494123165	0.7210526315789474	4.6409813726201925
61.01791494123165	0.7605263157894737	3.657387225411432
61.01791494123165	0.8	3.0734242535405802
80.64254125314821	0.05	0.0009323463285609775
80.64254125314821	0.08947368421052633	0.002130229241089852
80.64254125314821	0.12894736842105264	0.0037076394861358672
80.64254125314821	0.16842105263157894	0.005582476777302783
80.64254125314821	0.20789473684210524	0.008353336804536534
80.64254125314821	0.2473684210526316	0.012010462186871608
80.64254125314821	0.2868421052631579	0.01603621060528499
80.64254125314821	0.32631578947368417	0.0213937431738289
80.64254125314821	0.3657894736842105	0.027607280582042898
80.64254125314821	0.4052631578947368	0.035508997755721215
80.64254125314821	0.4447368421052632	0.04490613233982222
80.64254125314821	0.4842105263157894	0.05605806674144554
80.64254125314821	0.5236842105263158	0.06801618147330844
80.64254125314821	0.5631578947368421	0.0783040037166568
80.64254125314821	0.6026315789473684	0.07909603011316424
80.64254125314821	0.6421052631578947	0.05305923242112931
80.64254125314821	0.6815789473684211	0.7230592294279433
80.64254125314821	0.7210526315789474	1.9577086382507096
80.64254125314821	0.7605263157894737	1.6202968026773734
80.64254125314821	0.8	1.4875026952511126
106.57885419436522	0.05	0.0010314646242615565
106.57885419436522	0.08947368421052633	0.002556018408043092
106.57885419436522	0.12894736842105264	0.005049785458294435
106.57885419436522	0.16842105263157894	0.008562755614292783
106.57885419436522	0.20789473684210524	0.01323852359636847
106.57885419436522	0.2473684210526316	0.019303443423684674
106.57885419436522	0.2868421052631579	0.026526929484995226
106.57885419436522	0.32631578947368417	0.03608297776824732
106.57885419436522	0.3657894736842105	0.04771523954182059
106.57885419436522	0.4052631578947368	0.06256516433301908
106.57885419436522	0.4447368421052632	0.08083840902776981
106.57885419436522	0.4842105263157894	0.1034041239047481
106.57885419436522	0.5236842105263158	0.13054734748291122
106.57885419436522	0.5631578947368421	0.16238990358652805
106.57885419436522	0.6026315789473684	0.19737705478154266
106.57885419436522	0.6421052631578947	0.22478777859070706
106.57885419436522	0.6815789473684211	0.20506588573344145
106.57885419436522	0.7210526315789474	0.4516535052630126
106.57885419436522	0.7605263157894737	0.5371018541518537
106.57885419436522	0.8	0.6433250217474665
140.85682302255478	0.05	0.001062507049168096
140.85682302255478	0.08947368421052633	0.002979369080095828
140.85682302255478	0.12894736842105264	0.006056235008658118
140.85682302255478	0.16842105263157894	0.01035068141067123
140.85682302255478	0.20789473684210524	0.016081697490830237
140.85682302255478	0.2473684210526316	0.02356969210382188
140.85682302255478	0.2868421052631579	0.032667858209292765
140.85682302255478	0.32631578947368417	0.04468191087366066
140.85682302255478	0.3657894736842105	0.059534551854930326
140.85682302255478	0.4052631578947368	0.07847280249036194
140.85682302255478	0.4447368421052632	0.10196701791306002
140.85682302255478	0.4842105263157894	0.13126164860181128
140.85682302255478	0.5236842105263158	0.16733586986374807
140.85682302255478	0.5631578947368421	0.2118829610938608
140.85682302255478	0.6026315789473684	0.2671870298677493
140.85682302255478	0.6421052631578947	0.3324116493563253
140.85682302255478	0.6815789473684211	0.636022458908273
140.85682302255478	0.7210526315789474	0.6867665907057281
140.85682302255478	0.7605263157894737	0.6667109330940767
140.85682302255478	0.8	0.7479652557383902
186.15929718876905	0.05	0.001081966581813806
186.15929718876905	0.08947368421052633	0.003244246886728298
186.15929718876905	0.12894736842105264	0.0066290626687630395
186.15929718876905	0.16842105263157894	0.011358615784193091
186.15929718876905	0.20789473684210524	0.017710416435775627
186.15929718876905	0.2473684210526316	0.02602563611655797
186.15929718876905	0.2868421052631579	0.03622733928457356
186.15929718876905	0.32631578947368417	0.04969334578167716
186.15929718876905	0.3657894736842105	0.06640573577250528
186.15929718876905	0.4052631578947368	0.08774301379851188
186.15929718876905	0.4447368421052632	0.11427793532497825
186.15929718876905	0.4842105263157894	0.14750542578259362
186.15929718876905	0.5236842105263158	0.18877409956321653
186.15929718876905	0.5631578947368421	0.2407567999497799
186.15929718876905	0.6026315789473684	0.307961887043305
186.15929718876905	0.6421052631578947	0.39551194305511456
186.15929718876905	0.6815789473684211	0.9466685169883348
186.15929718876905	0.7210526315789474	1.2442159851815289
186.15929718876905	0.7605263157894737	1.059527526587345
186.15929718876905	0.8	0.9753597314850552
246.03198614146785	0.05	0.0011152218238567838
246.03198614146785	0.08947368421052633	0.003378370052403161
246.03198614146785	0.12894736842105264	0.006934692710249447
246.03198614146785	0.16842105263157894	0.011923205818177155
246.03198614146785	0.20789473684210524	0.018632759447136386
246.03198614146785	0.2473684210526316	0.02742942676987207
246.03198614146785	0.2868421052631579	0.03827114183421305
246.03198614146785	0.32631578947368417	0.052587823114138135
246.03198614146785	0.3657894736842105	0.07038916388631686
246.03198614146785	0.4052631578947368	0.09312441938914108
246.03198614146785	0.4447368421052632	0.1214620318962838
246.03198614146785	0.4842105263157894	0.1569532561556564
246.03198614146785	0.5236842105263158	0.2012961120407599
246.03198614146785	0.5631578947368421	0.2576474124771684
246.03198614146785	0.6026315789473684	0.33180530560006266
246.03198614146785	0.6421052631578947	0.43249434466295217
246.03198614146785	0.6815789473684211	1.1343131749206758
246.03198614146785	0.7210526315789474	1.5702688683809791
246.03198614146785	0.7605263157894737	1.2885573172406124
246.03198614146785	0.8	1.1078310179454496
325.16097298828527	0.05	0.0011232969610151726
325.16097298828527	0.08947368421052633	0.003438246251754064
325.16097298828527	0.12894736842105264	0.00708958477903432
325.16097298828527	0.16842105263157894	0.012226903715943536
325.16097298828527	0.20789473684210524	0.019132874893926163
325.16097298828527	0.2473684210526316	0.028217629961080543
325.16097298828527	0.2868421052631579	0.039436500834625264
325.16097298828527	0.32631578947368417	0.05423540218510786
325.16097298828527	0.3657894736842105	0.07267638325461746
325.16097298828527	0.4052631578947368	0.09622165917886599
325.16097298828527	0.4447368421052632	0.12557381163227632
